name,lat,lon
Chapel of The Holy Family and Retreat House at Saint Nicholas Ranch,45.0038889,-122.6633333
Apostolic Christian Church of Silverton Oregon,44.992777800000006,-122.87916670000001
Calvary Lutheran Church,44.809444400000004,-122.7936111
New Hope Community Church,44.7998653,-122.79364220000001
The Church of Jesus Christ of Latter-day Saints,45.155,-122.86000000000001
Trinity United Methodist Church,44.9220571,-122.97768140000001
Scotts Mills Friends Church,45.0397222,-122.67055560000001
Springdale Community Bible Church,45.527222200000004,-122.3255556
Saint Michaels Lutheran Church,45.5713889,-122.6355556
West Hills Community Church,44.971228100000005,-123.0684676
Kingwood Bible Church,44.943676,-123.05899000000001
Faith Evangelical Free Church,44.928888900000004,-123.27416670000001
Buena Vista Community Church,44.7688889,-123.15277780000001
Monmouth Evangelical Church,44.8494444,-123.23694440000001
Tillamook Christian Center,45.4538889,-123.81388890000001
Pacific Coast Bible Church,45.203333300000004,-123.96027780000001
Nestucca Valley Presbyterian Church,45.203926300000006,-123.9623751
The Church of Jesus Christ of Latter-day Saints,45.6155556,-123.93583330000001
Saint Peter Lutheran Church,45.489166700000006,-123.05111110000001
Chinese Evangelical Church,45.5602778,-122.91083300000001
Valley Baptist Church,45.447777800000004,-123.2466667
First Free Methodist Church of Carlton,45.294166700000005,-123.1752778
Pioneer Evangelical Church,45.2213889,-123.07833330000001
Valley Baptist Church,45.227639,-123.1876572
Saint John Lutheran Church,45.224213600000006,-123.18665730000001
McMinnville United Methodist Church,45.2088564,-123.1935133
Newberg Christian Church,45.316944400000004,-122.96472220000001
First Christian Church,45.1005556,-123.39500000000001
Trinity Lutheran Church of Sheridan,45.096944400000005,-123.3927778
The Church of Jesus Christ of Latter-day Saints,45.1263889,-123.2052778
Church of Christ,45.108611100000005,-123.1991667
The Church of Jesus Christ of Latter-day Saints,45.2197222,-123.08500000000001
Lafayette Community Church,45.243870400000006,-123.114012
Bible Baptist Church,45.245277800000004,-123.1122222
Aquarian Foundation,45.5252727,-122.64564490000001
Redeemer Lutheran Church,44.9894739,-122.98381450000001
,44.9585467,-123.05457080000001
New Song Community Church,45.5407948,-122.6620709
Wilsonville Church of Christ,45.302302600000004,-122.78654990000001
Timberline Baptist Church,45.342079600000005,-122.8727707
Crossroads Community,45.7835562,-119.22044220000001
Calvary Assembly of God Church,42.056449,-124.2794427
Brookings Presbyterian Church,42.056098500000004,-124.27992010000001
Seventh Day Adventist Church,42.053575200000004,-124.2820444
Church of the Nazarene,42.0633806,-124.301342
,44.275897,-121.19561300000001
Dayspring Christian Center,44.348288100000005,-121.18214900000001
Calvin Presbyterian Church,44.5850948,-123.26650400000001
Springwater Presbyterian Church,45.2503753,-122.34019300000001
Foothills Community Church,45.147807400000005,-122.5738881
Madison Street Community Church,43.387115200000004,-124.2714868
Fairview Mennonite Church,44.600788900000005,-123.0085341
South Albany Community Church,44.6173966,-123.08327600000001
"First Church of Christ, Scientist",42.1856981,-122.6853133
Umapine 7th day church,45.9748687,-118.49654570000001
First Baptist Church,43.9891232,-124.0994026
First Presbyterian,42.3709817,-122.92578400000001
Resurrection Lutheran,43.9510962,-124.10503860000001
Jacksonville Presbyterian Church,42.313896,-122.9556687
Table Rock Fellowship,42.3604308,-122.90448730000001
Salem Alliance Church,44.951852,-123.0287892
Salem Heights Church,44.9055552,-123.0521566
Zion Lutheren Church,45.5976829,-121.18929770000001
Grace Church,42.373333300000006,-122.9159041
North Valley Assembly of God,42.571713700000004,-123.37076250000001
Ruch Community Bible Church,42.2349109,-123.0432222
Grace Point Fellowship,42.3234769,-122.87173130000001
Hope Christian Church,42.3748519,-122.914303
Medford Friends Church,42.3535934,-122.88709910000001
The Rock,42.347396200000006,-122.8859264
SonRise,42.374907400000005,-122.9129432
,43.1276541,-121.04592650000001
Table Rock Bible Church,42.4501952,-122.91845830000001
Church of the Good Shepherd Episcopal,42.754823800000004,-122.48833920000001
Shady Point Seventh-day Adventist Church,42.5193571,-122.813669
Calvary Church,42.3164936,-122.9638996
chapel,42.4192723,-122.120294
New Beginnings Church,42.402457600000005,-122.8581333
Parkway Christian,42.437622000000005,-123.3060681
First Baptist Church,42.2819128,-123.6138025
Immanuel United Methodist,42.164721300000004,-123.64798110000001
Saint Matthias Episcopal Church,42.1718008,-123.6463434
Calvary Chapel,42.418435200000005,-124.42195240000001
Community Missionary Church of Camas Valley,43.041844000000005,-123.66837910000001
First Baptist Church,43.118827200000005,-124.4035642
First Presbyterian,42.182691000000005,-122.6874276
Grace Bible Church,42.457660700000005,-123.31215080000001
Blessed Hope,42.3840748,-123.478834
Friends in Christ,42.4224745,-123.31575040000001
Christian Center,42.432118900000006,-123.16282860000001
,42.247088600000005,-122.78782190000001
Calvary Temple Worship Center,42.3763001,-122.91364970000001
Market Street Church of Christ,44.9506254,-122.98721440000001
Redwood Christian Center,42.411338,-123.42477140000001
Faith Lutheran,42.4301167,-123.1792635
Abundant Life Spiritual Center,42.4395712,-123.31742940000001
Scio Baptist Church,44.7076007,-122.84966460000001
Church of God in Christ,44.695521,-122.8490606
Skyline Assembly of God,44.6828305,-122.84371390000001
Crabtree Christian,44.6349558,-122.8971058
Bethlehem Lutheran,44.5377317,-122.90005090000001
First Christian,44.5380223,-122.9044551
Lebanon Calvary Chapel,44.510164,-122.8889841
Grace Bible Fellowship,44.4836395,-122.87114740000001
The Church of Jesus Christ of Latter-day Saints,44.527185,-122.9120833
Lebanon Christian,44.5269555,-122.91738330000001
Trinity Lutheran Church,45.2087014,-123.193752
Path Church,42.3808335,-122.9118741
Outreach Gospel,42.0352292,-124.2410586
,42.754627500000005,-124.4941376
Harvest Outreach,42.1649636,-121.69748670000001
Merrill Baptist Church,42.0254759,-121.60828020000001
Klamath Falls Missionary Baptist Church,42.112005200000006,-121.69900500000001
Church of God,45.261820300000004,-122.69878680000001
Silverton Assembly of God,45.014298200000006,-122.7908745
Truth Tabernacle,42.3599625,-122.84751030000001
,45.6124437,-123.11555960000001
Assembly of God,42.620784,-122.8140805
Chapel on the Pines,44.459493900000005,-121.6499048
Summit community church,44.1182044,-121.3170532
Newman United Methodist Church,42.4429456,-123.32434730000001
Glendoveer Baptist Church,45.5267682,-122.4987497
First Presbyterian Church,45.3080282,-122.97494850000001
Rogue valley community,42.439841300000005,-123.17122420000001
Saint Francis Anglican Church,45.483614700000004,-122.7072504
Canyon Bible Fellowship,44.777098,-122.6171558
Congregation Ahavath Achim,45.4756842,-122.70578080000001
Christian Community Church,42.0199188,-124.22193940000001
Grants Pass Seventh-day Adventist Church,42.4539483,-123.31841200000001
True Life Fellowship Church,45.533939200000006,-122.85285230000001
Warren Community Fellowship,45.8157848,-122.853245
Kol Shalom,45.479720400000005,-122.6931947
Kingdom Hall of Jehovah's Witnesses,45.4174695,-122.2737785
Trinity Full Gospel Pentecostal Church,45.557855100000005,-122.6460627
Masjid Al-Huda,45.5263399,-122.5894631
Portland Gospel Center,45.5126597,-122.6226807
Mannahouse Church - Tigard Campus,45.4319197,-122.763569
Ashland Christian Fellowship,42.201460600000004,-122.71187950000001
Corridor Baptist Church,45.5397638,-122.9581407
Mahasiddha Kadampa Buddhist Center,45.461087400000004,-122.70702610000001
Grace Center,44.5871672,-123.2607617
Wy'east Unitarian Universalist Congregation,45.536047800000006,-122.6218242
Calvary Chapel Klamath Falls,42.2204259,-121.75189040000001
,44.2179573,-123.12832650000001
Westport Community Church,46.130482300000004,-123.3755905
New Creation Chinese Church Portland,45.4784615,-122.8122977
,45.1759129,-121.0809849
Spoke'n Hostel,44.5683321,-120.15924580000001
God's Lighthouse,45.559377100000006,-123.9161796
Turner Tabernacle,44.8406737,-122.94581960000001
Apostolic of Portland,45.5074777,-122.7826383
Williams Seventh-day Adventist Church,42.2165156,-123.2740395
John Day Church,44.424797000000005,-118.9638489
Heppner Christian Church,45.355516900000005,-119.55508870000001
Seventh Day Adventist Church,45.3584375,-119.5574457
Journey,44.0609571,-121.3137111
Hope Lutheran Church,45.136315200000006,-122.86606920000001
St. Mary's Episcopal Church,45.1460486,-122.86693910000001
Warm Springs Full Gospel Church,44.753305000000005,-121.2691982
,44.9452298,-123.06519720000001
,44.9420201,-123.05999910000001
House of Worship,44.038970000000006,-123.3479169
,44.950611300000006,-123.06505530000001
,44.9505239,-123.06132410000001
Christ Light Unity,45.521084800000004,-122.47741610000001
Springwater Church of the Nazarene,45.477216600000006,-122.3976734
City Park Church,45.497521400000004,-122.4320084
Ukrainian Bible Church,45.535108,-122.42837340000001
Rockaway Community Church,45.6094552,-123.9421674
Origins Faith Community,44.0297992,-116.9643384
Valley Evangelical Free Church,42.1769878,-123.63967120000001
Powers Church of God,42.8874154,-124.07665890000001
Powers Baptist Church,42.887567100000005,-124.07349500000001
Broadbent Community Church,43.009119000000005,-124.14625720000001
Bridge Community Church,43.0262619,-124.01036930000001
Tenmile Community United methodist Church,43.1034918,-123.56161540000001
Midvalley Missionary Church,43.098727200000006,-123.5657877
Community Baptist Church,43.114927300000005,-123.41353840000001
Seventh-Day Adventist Church,43.114862900000006,-123.39872790000001
Foursquare Gospel center,43.1159941,-123.41356210000001
Winston Assembly of God,43.117645800000005,-123.4084744
New Hope Church,43.1382915,-123.39391210000001
Saint George's Episcopal Church,43.2077672,-123.3437246
Community Presbyterian Church,45.480763100000004,-118.8360121
The Church of Jesus Christ of Latter-day Saints,45.480484000000004,-118.8287286
Fox Community Church,44.645422200000006,-119.14363660000001
M ountt Vernon Presbyterian Community Church,44.4174717,-119.1124013
Living Word Christian Center,44.4181223,-119.10757570000001
Advent Christian Church,44.4164924,-118.95402960000001
La Grande Church of the Nazarene,45.312392200000005,-118.0781089
Lagrande Seventh Day Adventist,45.3131421,-118.07044640000001
Church of Christ,45.312370400000006,-118.0819761
The Church of Jesus Christ of Latter-day Saints,45.3118003,-118.08534
Zion Lutheran Church,45.3199416,-118.0969462
First Baptist Church of Union,45.1991705,-117.86496500000001
Richland Christian Church,44.768351800000005,-117.16907760000001
Halfway Presbyterian Church,44.875431000000006,-117.10921780000001
Ukiah Presbyterian Church,45.134012500000004,-118.93202400000001
Adams Community Church,45.7671885,-118.5635177
Athena Christian Church,45.8133203,-118.4877603
Durkee Community Church,44.5814618,-117.4648944
The Church of Jesus Christ of Latter-day Saints,44.8849658,-117.11778330000001
First Baptist Church,44.4161695,-118.9547005
Cornerstone Christian Fellowship,44.416626400000006,-118.95078260000001
Hillsdale Quakers,45.479677900000006,-122.69329880000001
Calvary Lutheran Church,42.442302700000006,-123.31298860000001
Christ the King Lutheran Church,45.9299419,-118.39192240000001
The Church of Jesus Christ of Latter-day Saints,45.447759600000005,-122.577353
Faith Lutheran Church,44.6235553,-123.1132855
Faith Lutheran Church,43.3967314,-124.22365680000001
Faith Lutheran Church,44.9900193,-123.02703260000001
Faith Lutheran Church,43.211834700000004,-123.38069410000001
Lutheran Church of the Good Shepherd and St. Mark's Episcopal Church,44.6343313,-121.1217457
Grace Lutheran Church,43.978157,-117.25009730000001
Iglesia Casa de Sion,45.1387073,-122.85994830000001
Condon Baptist Church,45.235874800000005,-120.18719220000001
Wallowa Christian Church,45.570795100000005,-117.5307441
Wallowa Assembly of God,45.568575700000004,-117.52875750000001
St. Mark's Anglican Church,42.2283885,-121.77785490000001
Vale Christian Church,43.982463200000005,-117.2436708
St. Innocent of Irkutsk Orthodox Church,42.4215584,-123.15897930000001
Safe Harbor Christian,42.0369718,-124.245451
First Evangelical United Brethren Church,44.0506089,-123.1053449
St. Mary's Catholic Church,46.246817300000004,-123.9100784
Lighthouse Tabernacle,45.518952600000006,-122.982291
Calvary Chapel,44.539812500000004,-122.90502090000001
Methodist Church United,44.5272346,-122.9107984
City Gate Church,44.960829600000004,-124.01348600000001
Redemption House Ministries,44.3031878,-120.85178850000001
Kingdom Hall of Jehovah's Witnesses,43.1283053,-121.0478425
Camp Creek Church,44.0724153,-122.87724320000001
Heritage Christian Fellowship,42.3623453,-122.87902240000001
Creekside Community Church,45.2104993,-123.1948835
,42.3011112,-122.9258777
The River Center,44.518625500000006,-122.90394780000001
Riverside Church,44.2677593,-123.1719085
Gloria Dei Lutheran Church,42.3832454,-122.9156877
"Community Bible Church, Sonshine early learning center",42.3827829,-122.91408960000001
Seventh day Adventist church,42.3826143,-122.9148315
All Things Good,44.0504468,-122.99900380000001
Calvary Open Bible,44.056376300000004,-123.00929180000001
Calvary Open Bible,44.0563256,-123.01052940000001
Church of Scientology of Portland,45.520803,-122.6745453
,42.799689,-123.24966590000001
Ebbert Memorial United Methodist Church,44.049052,-123.0185431
Church of God,44.0495214,-123.00572760000001
OneLove Church,44.0906712,-123.06116480000001
Misión Bethel,44.057441600000004,-123.0191044
Valley Covenant Church,44.040326,-123.14740870000001
Alvadore Christian Church,44.127195900000004,-123.26885290000001
First Landmark Missionary Baptist,44.0429201,-122.969031
Crystal Springs Youth Camp,44.4726476,-120.34969400000001
Jubilee Fellowship,42.217354500000006,-121.76661100000001
Emmanuel Bible Church,44.9575552,-122.88630370000001
Holley church,44.354011400000005,-122.782542
First Baptist Church,44.052063100000005,-123.01000200000001
Centro Cristiano Familiar,44.052111000000004,-123.0092079
Cornelius United Methodist Church,45.518160800000004,-123.0589034
Cascade Vineyard Church,45.4149983,-122.79307840000001
Solid Life Center,45.516310000000004,-123.10624490000001
Community Church of Sandy,45.400285800000006,-122.2591383
Living Way Fellowship,45.389437900000004,-122.25827790000001
Sandy Assembly of God,45.396458200000005,-122.2539129
Jaya Hanuman Temple,45.535853700000004,-122.85410100000001
Safe Haven,44.044681100000005,-122.96477300000001
Restoration Fellowship,44.044775400000006,-122.96477320000001
Murphy Chapel,42.3472712,-123.3326095
Cross Roads Christians,44.593434200000004,-123.2619851
Beautiful Savior Evangelical Lutheran Church,44.594363300000005,-123.26670060000001
The Church of Jesus Christ of Latter-day Saints,44.572332700000004,-123.29794620000001
,44.5492623,-123.28917240000001
Corvallis Seventh-day Adventist Church,44.556414200000006,-123.286754
Shepherd of the Valley Lutheran Church,44.5945076,-123.26414860000001
The Church of Jesus Christ of Latter-day Saints,44.5943118,-123.2654464
Reedsport Church of God,43.692523400000006,-124.12156750000001
Harvest Baptist,42.301278,-122.88816010000001
Trinity Bible Church,42.2970478,-122.90630290000001
Creswell Sabbath Fellowship,43.9206322,-123.01705100000001
Mount View Baptist Temple,45.3593719,-122.7783612
Tualatin Spanish Church,45.359287300000005,-122.7780151
Bible Missionary Baptist Church,45.5223547,-122.5528192
Masjid Ibrahim Bethany Musalla,45.554304200000004,-122.83318700000001
The River Church,44.989128300000004,-122.99084950000001
Mission church,44.6338394,-121.13001960000001
,42.371856900000004,-122.92242780000001
The Church of Jesus Christ of Latter-day Saints,45.226907100000005,-123.2184495
,45.500575700000006,-122.865216
The Vedanta Retreat,45.711353200000005,-122.914979
Lighthouse Christian Church,46.061031,-123.91330780000001
Assembly of God,46.098769000000004,-123.0477151
The Church of Jesus Christ of Latter-day Saints,44.4143611,-118.93169460000001
,44.414575600000006,-118.93322880000001
Redeemer Lutheran Church,44.4153822,-118.94266940000001
Church of the Nazarene,44.416163100000006,-118.94436510000001
Refuge City Church,42.2136058,-121.7567197
Wapato Valley Church,45.4367876,-123.1400598
Holy Angels Anglican Church,45.4551413,-122.87230160000001
Lakeside Community Presbyterian Church,43.575795500000005,-124.1749669
,44.1747468,-122.1652756
Gateway Church,45.5939977,-121.16710010000001
Fellowship Church Downtown,44.9368787,-123.039016
Dasmesh Darbar Sikh Temple,44.899581700000006,-123.03708680000001
Verbatim Church,44.6310135,-123.0802871
The Venetian,44.637299600000006,-123.10729830000001
,44.6389403,-123.0888627
Blue Cliff Zen Center,44.0463819,-123.09808210000001
Burns SDA Church,43.588525000000004,-119.0568793
Seventh-day Adventist Church,42.180057500000004,-120.3456172
Cannon Beach Baptist Church,45.885360500000004,-123.9596563
Seventh Day Adventist Church,46.003367600000004,-123.91690030000001
Oregon Yedam Presbyterian Church,45.548067800000005,-122.8682438
Intown Church,45.5198842,-122.6918888
New Hope Life Center,44.3182434,-123.2997794
Gospel Outreach Reformational Church,45.5266316,-122.54722980000001
Voice of Hope,45.490307300000005,-122.55436710000001
Cornerstone Church,45.5106589,-122.41983090000001
Klamath Falls Gospel Mission,42.2160676,-121.76893500000001
Turning Point Church,45.426786400000005,-122.6021341
The Bible Church,45.426866100000005,-122.6021324
Korean Mission Evangelical Church of Oregon,45.505924900000004,-122.7705619
Iglesia de Cristo Mision Elim Oregon,45.5056862,-122.77026420000001
Monroe Church of Christ,44.315185500000005,-123.2988073
Philomath Community Church,44.540967800000004,-123.3660358
College United Methodist Church,44.5410136,-123.36999840000001
New Hope Center,44.5477749,-123.32315340000001
New Hope Missionary Baptist Church,44.085407200000006,-123.1976226
Chapman Church of God,45.821128300000005,-122.9779062
Adi Parashakti & Sai Educational Center,45.528601800000004,-122.873749
St. Stephen's Episcopal Church,44.632649400000005,-124.0564482
Lighthouse Vineyard Christian Fellowship,44.6334967,-124.05737180000001
Hub City Church,44.6369661,-123.1045995
Japanese Fellowship Church,45.4818123,-122.705303
First United Methodist Church,42.323448500000005,-122.8789567
Bellfountain Community Church,44.363199200000004,-123.35376000000001
Living hope church,42.356873900000004,-122.84708660000001
Thành Thât Cao Đài Portland,45.5046534,-122.50324730000001
Sunnyslope Christian Reformed Church,44.8905982,-123.0567056
The Redeemed Christian Church Of God,44.9204449,-123.01074980000001
Life Church Salem,44.9332167,-123.079452
West Hills Unitarian Universalist Fellowship,45.458101600000006,-122.7624495
Salem's House of Prayer,44.9414287,-123.0373435
Valley Springs Church,44.5876816,-123.2600807
United Pentecostal Church,44.5712994,-123.2715697
First Christian Church,44.564044300000006,-123.2650526
Lakeside Community Church,43.9122476,-122.8118675
Community of Faith Church,45.3442276,-122.65428840000001
Methodist Church,44.9962796,-120.21328000000001
Laurel Community Church,45.4183681,-122.9927255
Hillside Fellowship,44.3983639,-122.7493883
Optimization Clinic,42.456228700000004,-122.8132685
,44.5699988,-123.27328360000001
,45.834485,-119.3117675
,45.8342977,-119.30475320000001
,45.834460500000006,-119.30255190000001
,45.8389655,-119.3009186
,45.837047600000005,-119.30093090000001
Family Church - Ark Campus,43.127956000000005,-123.41169620000001
First Baptist,45.3593789,-120.7852447
Edgewater Christian,42.4316437,-123.2899301
Sequoia Sanctuary,42.2713405,-123.26308320000001
Westside Christian Church,43.214736900000005,-123.38392350000001
Seaside Calvary,45.9922933,-123.92145730000001
Counterculture Church,45.5192331,-122.68546330000001
Christ Reformation Church,45.5099728,-123.8647473
Masjid Abu-Bakr,45.5229063,-122.581287
Masjid Abu-Bakr,45.523112000000005,-122.5812142
Shepard’s House Ministries,44.067281,-121.30484270000001
Our Lady of La Vang Catholic Church,45.437566600000004,-122.56571640000001
Journey Church,44.026724400000006,-121.31512090000001
Ocean Unity Church,44.429226,-124.0596409
Compass,44.0387598,-121.3029015
Chabad Jewish Center of Hillsboro,45.5128694,-122.937161
Estacada Seventh-Day Adventist Church,45.2909042,-122.3354106
Holy Communion Church,44.0364072,-121.30626550000001
Calvary Chapel Community Church,45.4469779,-122.78632150000001
City's Edge Community Church,45.4468448,-122.78777280000001
The Church of Jesus Christ of Latter-day Saints,45.433975100000005,-122.34080660000001
